"고유번호","일련번호","도시계획사항 코드","도시계획사항 명칭","결정조서 일련번호","고시 일련번호","라벨","고시일자","위도","경도"
"2447","제2종일반주거지역(7층이하)_UQA12420121227282","UQA124","제2종일반주거지역(7층이하)","UQA12420121227282","58030359","제2종일반주거지역(7층이하)","20121025","37.6032022","126.9295082"
"2450","제2종일반주거지역_UQA12220060131200","UQA122","제2종일반주거지역","UQA12220060131200","7948","제2종일반주거지역"," ","37.5977908","126.9086318"
"2455","제1종일반주거지역_00702","UQA121","제1종일반주거지역","UQA12120091209001","58006136","제1종일반주거지역"," ","37.5310733","126.8634666"
"2457","제1종일반주거지역_00380","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6612269","127.0367791"
"2458","제2종일반주거지역(7층이하)_120109","UQA124","제2종일반주거지역(7층이하)","120109","15200084","제2종일반주거지역(7층이하)"," ","37.5865425","127.0975733"
"2466","제1종일반주거지역_00867","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.528234","126.8460627"
"2468","제3종일반주거지역_00700","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5502597","127.0917202"
"2485","준주거지역_4811","UQA130","준주거지역"," "," ","준주거지역"," ","37.5602934","127.0690515"
"1922","제1종일반주거지역_00003","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4971247","127.1264654"
"1925","제3종일반주거지역_00302","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6286908","127.0419749"
"1926","제2종일반주거지역(7층이하_014830228","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5094038","126.9492636"
"2091","제2종일반주거지역(7층이하)_UQA12420060428287","UQA124","제2종일반주거지역(7층이하)","UQA12420060428287","9028","제2종일반주거지역(7층이하)"," ","37.536701","126.8535822"
"2092","제2종일반주거지역(7층이하)_00835","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5048673","126.9432403"
"2094","제1종일반주거지역_01159","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4879965","126.9876043"
"2095","제3종일반주거지역_00417","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5507886","126.9508559"
"2096","제2종일반주거지역_01206","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5110807","127.0566537"
"2098","제1종일반주거지역_00697","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5369811","126.8683827"
"2099","제2종일반주거지역_00414","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6334624","127.04378"
"2105","제2종일반주거지역_00302","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5700265","127.0634603"
"2106","제2종일반주거지역_00649","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5965428","126.9368649"
"2111","제2종일반주거지역(7층이하)_00051","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5526599","127.1468428"
"2112","제2종일반주거지역_UQA12220110126692","UQA122","제2종일반주거지역","UQA12220110126692","58026372","제2종일반주거지역","20110120","37.5784491","126.814075"
"2113","제2종일반주거지역_00400","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6182787","127.0243985"
"2114","제1종일반주거지역_01095","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4734257","126.9371268"
"2115","제1종일반주거지역_01157","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4838155","126.9903093"
"2116","제3종일반주거지역_UQA12320091210005","UQA123","제3종일반주거지역","UQA12320091210005","58016270","제3종일반주거지역"," ","37.5374257","127.1302414"
"2120","제2종일반주거지역(7층이하)_00087","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5870896","126.9977167"
"2121","제2종일반주거지역_01201","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5109946","127.0335242"
"2122","제2종일반주거지역_00750","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5585864","126.9256661"
"2123","제1종일반주거지역_00359","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6609185","127.0396946"
"2124","제1종일반주거지역_00560","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6178036","126.9338827"
"2280","제2종일반주거지역_01361","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5262426","126.955804"
"2281","제2종일반주거지역_UQA12220081114756","UQA122","제2종일반주거지역","UQA12220081114756","58011212","제2종일반주거지역"," ","37.5605354","127.0251952"
"2282","준주거지역_UQA13020091104009","UQA130","준주거지역","UQA13020091104009","58012072","준주거지역"," ","37.6574632","127.0595036"
"2284","제1종일반주거지역_01017","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4855261","126.9749125"
"2288","제2종일반주거지역_00971","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5140129","126.907106"
"2291","준주거지역_4820","UQA130","준주거지역"," "," ","준주거지역"," ","37.5377632","127.0009833"
"2476","준주거지역_4378","UQA130","준주거지역","107786","13000915","준주거지역"," ","37.5795275","126.8986943"
"2470","제2종일반주거지역(7층이하)_00508","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6228734","126.9232351"
"2471","제3종일반주거지역_102825","UQA123","제3종일반주거지역","102825","11500239","제3종일반주거지역"," ","37.5699624","126.9610925"
"2472","제3종일반주거지역_00177","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.58013","127.0357472"
"2473","제1종일반주거지역_00211","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6085132","127.0819947"
"2482","제1종일반주거지역_00875","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5358169","126.8509243"
"2484","제1종일반주거지역_00192","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5724857","127.0343803"
"2487","제2종일반주거지역(7층이하)_00897","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4871946","126.9872898"
"2489","제1종일반주거지역_00061","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6034202","126.962777"
"1928","제3종일반주거지역_00403","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5880429","126.9425337"
"1929","준주거지역_4608","UQA130","준주거지역"," "," ","준주거지역"," ","37.5689143","127.037308"
"1930","제2종일반주거지역_00681","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5501546","126.9479049"
"1931","준주거지역_4156","UQA130","준주거지역","UQA13020071019574","58005249","준주거지역"," ","37.6472973","127.0340887"
"1933","제2종일반주거지역(7층이하)_00244","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5864511","127.0704432"
"1934","제3종일반주거지역_00199","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5917297","127.064573"
"1936","제1종일반주거지역_00622","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5593543","126.9318379"
"2125","제2종일반주거지역_00469","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6746804","127.0515637"
"2126","제3종일반주거지역_00568","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.4972365","126.9091061"
"2127","제2종일반주거지역(7층이하)_00964","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4956686","127.0567851"
"2128","제2종일반주거지역(7층이하)_00653","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5341536","126.88694"
"2129","제1종일반주거지역_00174","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5448484","127.1009301"
"2130","제1종일반주거지역_00856","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5476951","126.8347827"
"2131","제2종일반주거지역_00492","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6209891","127.0772486"
"2089","제1종일반주거지역_01215","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4831901","127.045169"
"2093","제3종일반주거지역_00642","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.486966","127.1070996"
"2097","305","UQA121","제1종일반주거지역","UQA12120091222054","58019947","제1종일반주거지역"," ","37.5509679","127.1680505"
"2100","준주거지역_UQA13020100618426","UQA130","준주거지역","UQA13020100618426","58022972","준주거지역","20100617","37.5924219","126.9428157"
"2101","제2종일반주거지역(7층이하)_00680","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5215836","126.8317234"
"2102","제1종일반주거지역_00002","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4869863","127.1236653"
"2297","제2종일반주거지역_00082","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.559317","127.0075901"
"2299","제2종일반주거지역_UQA12220120508797","UQA122","제2종일반주거지역","UQA12220120508797","58028979","제2종일반주거지역(12층)","20110818","37.6088826","127.0137189"
"2300","제2종일반주거지역_00692","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5557395","126.9544366"
"2302","제2종일반주거지역(7층이하)_00567","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5852268","126.9258161"
"2303","제2종일반주거지역(7층이하)_00191","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5514801","127.048069"
"2304","제1종일반주거지역_00713","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5316455","126.8823458"
"2310","제2종일반주거지역_01437","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4875105","126.9759902"
"2315","제3종일반주거지역_UQA12320111110408","UQA123","제3종일반주거지역","UQA12320111110408","58028015","제3종일반주거지역","20111027","37.6155909","126.9183624"
"2491","제2종일반주거지역_00375","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6202287","127.0464344"
"2492","제1종일반주거지역_00107","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5363774","126.9655818"
"2494","제2종일반주거지역_01475","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4925938","126.9629001"
"2499","제2종일반주거지역_01193","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5194734","127.0309196"
"2500","제2종일반주거지역_00219","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5487789","127.0923335"
"2504","제2종일반주거지역_UQA12220071023576","UQA122","제2종일반주거지역","UQA12220071023576","58005307","제2종일반주거지역"," ","37.5899694","127.0535692"
"2508","제1종일반주거지역_00862","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.535196","126.8360248"
"2509","제2종일반주거지역_UQA12220060324256","UQA122","제2종일반주거지역","UQA12220060324256","8859","제2종일반주거지역"," ","37.6160654","127.0618129"
"2513","제2종일반주거지역(7층이하)_00196","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5545127","127.0446308"
"2517","제2종일반주거지역(7층이하)_00027","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.491365","127.1466228"
"2518","제2종일반주거지역(7층이하)_00981","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4920542","127.0736503"
"2520","제2종일반주거지역_00456","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6874726","127.0542342"
"2522","제3종일반주거지역_UQA12320060131204","UQA123","제3종일반주거지역","UQA12320060131204","7950","제3종일반주거지역"," ","37.5908654","127.0681815"
"2523","제2종일반주거지역(7층이하)_01002","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4954597","127.0489666"
"1938","제2종일반주거지역(7층이하)_00327","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6029977","127.0946535"
"1942","제2종일반주거지역_01314","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4945393","127.1437241"
"1943","제1종일반주거지역_00457","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6517179","127.0571503"
"1944","제1종일반주거지역_00514","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6649627","127.054743"
"1946","제2종일반주거지역_00564","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5833148","126.9203272"
"1953","제2종일반주거지역_00698","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5410939","126.9387013"
"1955","제2종일반주거지역_01200","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5137579","127.0382851"
"1958","제1종일반주거지역_00664","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5677551","126.9082767"
"1959","제1종일반주거지역_00588","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5880226","126.8879589"
"1960","제2종일반주거지역(7층이하)_00187","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5550196","127.0218744"
"1961","준주거지역_4833","UQA130","준주거지역"," "," ","준주거지역"," ","37.5390441","126.9442739"
"1963","제2종일반주거지역(7층이하)_00823","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4920816","126.9032817"
"1965","제2종일반주거지역_00680","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5469093","126.927938"
"1966","제3종일반주거지역_00675","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5584357","126.9617113"
"1968","제1종일반주거지역_00511","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.680701","127.0565759"
"1969","제2종일반주거지역_01353","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.564201","127.0175541"
"1971","제1종일반주거지역_00823","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5312191","126.8593785"
"1974","제3종일반주거지역_00154","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5571803","127.0805907"
"2103","제2종일반주거지역(7층이하)_00840","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5011197","126.951958"
"2104","준주거지역_4466","UQA130","준주거지역","30071","1726","준주거지역"," ","37.5140122","127.0308221"
"2108","제1종일반주거지역_00791","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5320759","126.8271187"
"2109","제2종일반주거지역(7층이하)_UQA12420111122443","UQA124","제2종일반주거지역(7층이하)","UQA12420111122443","58028049","제2종일반주거지역(7층)","20110929","37.6254434","126.9153484"
"2320","제1종일반주거지역_01165","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5012944","127.002982"
"2323","제1종일반주거지역_00282","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6161094","127.0111965"
"2324","제2종일반주거지역(7층이하)_00306","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5875548","127.0443949"
"2326","제3종일반주거지역_00243","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6195211","127.0841351"
"2327","제2종일반주거지역_00145","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5358823","127.0527108"
"2329","제1종일반주거지역_01184","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5202716","127.0154753"
"2331","제2종일반주거지역_00112","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5323947","127.0051545"
"2332","제2종일반주거지역_00451","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6696003","127.0472044"
"2337","제2종일반주거지역_UQA12220110804172","UQA122","제2종일반주거지역","UQA12220110804172","58027620","제2종일반주거지역","20110714","37.5936247","127.0664087"
"2340","제2종일반주거지역(7층이하)_00462","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6586794","127.057961"
"2341","제1종일반주거지역_00834","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5712434","126.8151099"
"2344","제2종일반주거지역_01337","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5617576","127.0196163"
"2346","제3종일반주거지역_00219","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5958613","127.0675701"
"2349","제3종일반주거지역_00242","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6171975","127.0882472"
"2351","제1종일반주거지역_00273","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5897611","127.0062906"
"2352","제1종일반주거지역_00741","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.51311","126.8705071"
"2309","제3종일반주거지역_00470","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5129484","126.8343083"
"2353","제1종일반주거지역_00958","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4396177","126.9050067"
"2526","제2종일반주거지역(7층이하)_00915","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5165512","127.0124343"
"2527","제2종일반주거지역_01260","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5112831","127.0746912"
"2486","제2종일반주거지역_UQA12220100322198","UQA122","제2종일반주거지역","UQA12220100322198","58021115","제2종일반주거지역","20100211","37.4934902","126.8881958"
"2488","제2종일반주거지역(7층이하)_00972","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4756451","127.0484843"
"2490","제2종일반주거지역(7층이하)_00057","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5357369","127.141303"
"2493","제2종일반주거지역(7층이하)_00392","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6020275","127.010583"
"2495","제2종일반주거지역_00157","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5709845","127.039572"
"2496","제1종일반주거지역_00011","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5047369","127.1132625"
"1983","제2종일반주거지역(7층이하)_UQA12420091214003","UQA124","제2종일반주거지역(7층이하)","UQA12420091214003","9496","제2종일반주거지역(7층이하)"," ","37.4933306","126.9752307"
"1975","제1종일반주거지역_UQA12120120116546","UQA121","제1종일반주거지역","UQA12120120116546","58028330","제1종일반주거지역","20111013","37.5331942","126.9743802"
"1976","제2종일반주거지역_00403","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6163067","127.0289252"
"1977","제1종일반주거지역_01249","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5054176","127.0383566"
"1978","제2종일반주거지역(7층이하)_00211","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5664384","127.0391429"
"1979","제2종일반주거지역(7층이하)_00383","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5839546","127.0134315"
"1980","제2종일반주거지역_00419","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6467397","127.0383298"
"1981","제2종일반주거지역_01002","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4949272","126.8973669"
"1941","제2종일반주거지역(7층이하)_00998","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5136338","127.0247756"
"1945","제2종일반주거지역_01481","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5031351","126.9399911"
"1947","제2종일반주거지역_00751","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5618399","126.9267597"
"1949","준주거지역_4816","UQA130","준주거지역"," "," ","준주거지역"," ","37.6044963","127.0326652"
"1950","제2종일반주거지역_00090","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5576128","127.0093316"
"1951","제3종일반주거지역_00469","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5460052","126.8769235"
"2117","제2종일반주거지역(7층이하)_00001","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5031705","126.9054685"
"2118","제2종일반주거지역(7층이하)_00139","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5225411","126.9672263"
"2138","제2종일반주거지역(7층이하)_00957","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5012818","127.0480131"
"2141","제2종일반주거지역_00101","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5319227","126.9518145"
"2143","제1종일반주거지역_00217","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6024207","127.1027111"
"2144","제1종일반주거지역_01237","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5126477","127.0224521"
"2145","제2종일반주거지역(7층이하)_00410","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6158704","127.0150445"
"2148","제1종일반주거지역_00479","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6210265","127.0615007"
"2149","제2종일반주거지역_00265","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.58237","127.0422461"
"2150","제2종일반주거지역_00805","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5146337","126.8421689"
"2153","제2종일반주거지역_00754","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5418986","126.9527344"
"2156","제1종일반주거지역_00462","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6465993","127.0571215"
"2157","제1종일반주거지역_00473","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6407581","127.0747341"
"2159","제2종일반주거지역_UQA12220110801146","UQA122","제2종일반주거지역","UQA12220110801146","58027594","제2종일반주거지역","20110630","37.5739755","127.0266903"
"2161","제2종일반주거지역(7층이하)_00114","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5608135","127.011129"
"2162"," ","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5817089","127.0785014"
"3146","제2종일반주거지역_00689","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5498222","126.9527241"
"3147","제2종일반주거지역_UQA12220091211001","UQA122","제2종일반주거지역","UQA12220091211001","12000475","제2종일반주거지역"," ","37.5621164","127.0348286"
"3155","준주거지역_UQA13020091109006","UQA130","준주거지역","UQA13020091109006","58007028","준주거지역"," ","37.5702996","126.9157891"
"3156","제2종일반주거지역_UQA12220100511339","UQA122","제2종일반주거지역","UQA12220100511339","58017087","제2종일반주거지역","20090730","37.6193425","127.0310909"
"3159","제2종일반주거지역_00526","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6650139","127.0744422"
"3160","제2종일반주거지역_00108","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5249955","126.9942232"
"2658","제2종일반주거지역(7층이하)_00831","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4816865","126.9732214"
"2663","제2종일반주거지역_00397","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6426438","127.0210017"
"2666","제1종일반주거지역_00288","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5996429","127.0368932"
"2667","제3종일반주거지역_00644","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5006778","127.0307652"
"2669","제2종일반주거지역(7층이하)_00059","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5281179","127.1453149"
"2677","제2종일반주거지역(7층이하)_00374","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6018035","127.0278155"
"2678","제2종일반주거지역(7층이하)_00333","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5907975","127.0747012"
"2679","제2종일반주거지역_00950","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5174038","126.9182301"
"2680","제3종일반주거지역_00484","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5303682","126.841114"
"2682","제2종일반주거지역(7층이하)_00452","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6421519","127.0620416"
"2816","제2종일반주거지역(7층이하)_00776","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4738206","126.9009344"
"2821","준주거지역_4350","UQA130","준주거지역","UQA13020091209001","58006136","준주거지역"," ","37.5280916","126.8633558"
"2823","제2종일반주거지역(7층이하)_00828","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4921192","126.9061916"
"2976","제1종일반주거지역_00238","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5880929","127.0768358"
"2977","제1종일반주거지역_00466","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6395646","127.0718982"
"2978","제1종일반주거지역_00517","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6514978","127.0642285"
"2979","제2종일반주거지역_00410","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6184134","127.0192263"
"2980","제2종일반주거지역_00633","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5591065","126.9284992"
"2983","제2종일반주거지역_00854","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5311279","126.8386276"
"2985","제1종일반주거지역_00240","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5886987","127.0810518"
"2986","제1종일반주거지역_01238","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5085186","127.0251169"
"2988","제2종일반주거지역_00453","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6736232","127.0476991"
"2989","제2종일반주거지역_00970","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5142128","126.9085576"
"2991","제1종일반주거지역_00723","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5250496","126.8618757"
"2992","제1종일반주거지역_01103","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.474535","126.9340061"
"2993","제1종일반주거지역_00801","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5414006","126.8285955"
"2994","제2종일반주거지역_01236","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5461555","127.0233613"
"2996","제3종일반주거지역_UQA12320091218001","UQA123","제3종일반주거지역","UQA12320091218001","58012887","제3종일반주거지역"," ","37.6118175","127.0236267"
"2997","제2종일반주거지역_00408","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6186941","127.0191589"
"2970","제2종일반주거지역(7층이하)_00367","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5998075","127.0103707"
"3161","자연녹지지역_00097","UQA430","자연녹지지역"," "," ","자연녹지지역"," ","37.5360177","126.8272228"
"3162","제2종일반주거지역(7층이하)_00730","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5782146","126.8189245"
